customer_id,name,phone,tenure_months,complaints,support_calls,login_frequency,monthly_expenditure,plan_type,join_date,churn,churn_score
590,"Sara Mahajan",9800000590,30,0,0,26,47275.81,Platinum,2024-03-07,0,9.91
591,"Pooja Chandra",9800000591,25,3,5,18,21831.30,Standard,2024-08-07,0,46.29
592,"Charu Kaur",9800000592,19,1,2,12,15825.71,Standard,2025-02-07,0,28.08
593,"Bhavya Bansal",9800000593,12,2,3,14,30540.31,Premium,2025-09-07,0,48.62
594,"Tanya Kapoor",9800000594,34,1,0,26,27787.87,Premium,2023-11-07,0,4.66
595,"Gaurav Banerjee",9800000595,5,6,7,4,12132.07,Basic,2026-04-07,1,91.99
596,"Ramesh Menon",9800000596,13,1,4,15,26258.65,Premium,2025-08-07,0,34.87
597,"Farhan Bhatia",9800000597,36,0,1,25,45306.75,Platinum,2023-09-07,0,4.78
598,"Sai Kaur",9800000598,43,1,3,23,27255.20,Premium,2023-02-07,0,3.61
599,"Vidya Banerjee",9800000599,7,6,5,4,9514.39,Basic,2026-02-07,1,80.32
600,"Deepak Deshmukh",9800000600,45,1,3,18,30341.35,Premium,2022-12-07,0,9.56
601,"Deepak Chauhan",9800000601,9,4,7,4,16908.27,Standard,2025-12-07,1,78.58
602,"Siddharth Saxena",9800000602,37,0,3,19,36096.87,Premium,2023-08-07,0,3.13
603,"Krishna Desai",9800000603,20,3,4,20,28437.31,Premium,2025-01-07,0,44.54
604,"Rahul Bhatt",9800000604,15,1,3,18,23664.89,Standard,2025-06-07,0,36.02
605,"Riya Trivedi",9800000605,10,6,8,2,10906.05,Basic,2025-11-07,1,84.65
606,"Nikita Ghosh",9800000606,34,0,3,21,44929.30,Platinum,2023-11-07,0,5.18
607,"Ashok Reddy",9800000607,15,4,1,9,21491.98,Standard,2025-06-07,1,54.09
608,"Bhavya Naidu",9800000608,28,0,3,28,40897.94,Platinum,2024-05-07,0,9.82
609,"Ira Sethi",9800000609,48,0,2,28,44560.11,Platinum,2022-09-07,0,5.17
610,"Pooja Deshmukh",9800000610,18,3,2,7,16082.87,Standard,2025-03-07,0,47.01
611,"Aarohi Yadav",9800000611,28,0,2,18,30498.09,Premium,2024-05-07,0,3.46
612,"Ojas Sen",9800000612,33,0,1,19,44590.53,Platinum,2023-12-07,0,8.83
613,"Riya Joshi",9800000613,5,5,7,1,16791.52,Standard,2026-04-07,1,83.75
614,"Krishna Kulkarni",9800000614,22,3,6,18,30568.36,Premium,2024-11-07,0,37.06
615,"Priya Menon",9800000615,10,5,7,3,12980.23,Basic,2025-11-07,1,85.92
616,"Kritika Rana",9800000616,43,1,1,27,42628.05,Platinum,2023-02-07,0,3.90
617,"Saanvi Rathi",9800000617,12,3,4,6,33323.60,Premium,2025-09-07,0,30.70
618,"Kritika Kulkarni",9800000618,17,2,5,16,25048.36,Standard,2025-04-07,1,52.91
619,"Ramesh Mukherjee",9800000619,38,0,3,19,37598.00,Premium,2023-07-07,0,10.60
620,"Farhan Trivedi",9800000620,23,1,3,8,22401.11,Standard,2024-10-07,0,48.17
621,"Rakesh Rao",9800000621,31,0,3,18,51318.03,Platinum,2024-02-07,0,5.28
622,"Ojas Malhotra",9800000622,25,3,6,18,15498.81,Standard,2024-08-07,0,29.12
623,"Riya Yadav",9800000623,9,4,8,4,13696.28,Basic,2025-12-07,1,91.93
624,"Vivaan Tiwari",9800000624,48,0,3,27,51418.26,Platinum,2022-09-07,0,2.33
625,"Shruti Chopra",9800000625,18,3,1,16,25756.27,Standard,2025-03-07,0,38.76
626,"Yash Jain",9800000626,42,0,1,28,51653.12,Platinum,2023-03-07,0,2.51
627,"Tanya Chauhan",9800000627,34,0,1,27,36436.35,Premium,2023-11-07,0,5.29
628,"Jyoti Jain",9800000628,3,4,7,2,13198.69,Basic,2026-06-07,1,80.64
629,"Preeti Banerjee",9800000629,5,4,6,4,12473.99,Basic,2026-04-07,1,87.52
630,"Rachit Mukherjee",9800000630,18,1,6,14,25604.29,Standard,2025-03-07,0,29.82
631,"Simran Bansal",9800000631,43,1,0,19,27780.01,Premium,2023-02-07,0,3.26
632,"Komal Malhotra",9800000632,21,4,5,14,21659.69,Standard,2024-12-07,0,30.98
633,"Vidya Yadav",9800000633,45,0,3,25,44965.76,Platinum,2022-12-07,0,10.27
634,"Ishita Mehta",9800000634,21,3,3,9,30742.68,Premium,2024-12-07,0,30.74
635,"Sai Bose",9800000635,6,4,5,5,17370.10,Standard,2026-03-07,1,91.40
636,"Rachit Rao",9800000636,29,1,2,23,32088.95,Premium,2024-04-07,0,3.55
637,"Simran Patel",9800000637,22,1,3,12,34451.55,Premium,2024-11-07,1,57.24
638,"Priya Sharma",9800000638,11,3,1,10,23386.50,Standard,2025-10-07,1,55.65
639,"Aarohi Tiwari",9800000639,46,1,0,20,51661.72,Platinum,2022-11-07,0,2.92
640,"Ishita Singh",9800000640,21,2,3,14,33768.36,Premium,2024-12-07,0,45.03
641,"Navya Chopra",9800000641,10,4,5,3,10544.09,Basic,2025-11-07,1,90.14
642,"Payal Agarwal",9800000642,31,1,3,19,34141.84,Premium,2024-02-07,0,6.87
643,"Kritika Bhatt",9800000643,10,4,5,2,9267.40,Basic,2025-11-07,1,80.74
644,"Zara Pandey",9800000644,8,6,8,2,11195.49,Basic,2026-01-07,1,82.60
645,"Aisha Mukherjee",9800000645,1,5,5,4,19172.66,Standard,2026-08-07,1,89.52
646,"Preeti Mehta",9800000646,7,4,7,2,17708.75,Standard,2026-02-07,1,94.64
647,"Sara Naidu",9800000647,35,1,3,26,36446.29,Premium,2023-10-07,0,9.46
648,"Tanya Jain",9800000648,2,6,6,3,13749.34,Basic,2026-07-07,1,90.91
649,"Dev Chandra",9800000649,4,4,6,1,12637.09,Basic,2026-05-07,1,87.88
650,"Diya Sen",9800000650,46,1,2,20,45627.05,Platinum,2022-11-07,0,8.31
651,"Sanjay Mehta",9800000651,13,3,4,19,19056.11,Standard,2025-08-07,0,36.61
652,"Rohan Chauhan",9800000652,23,4,5,6,23907.98,Standard,2024-10-07,0,47.56
653,"Arjun Jain",9800000653,12,4,1,15,26843.29,Premium,2025-09-07,0,47.38
654,"Ramesh Chauhan",9800000654,25,2,3,16,29874.17,Premium,2024-08-07,1,51.23
655,"Vinay Chauhan",9800000655,48,1,0,23,34140.55,Premium,2022-09-07,0,4.84
656,"Zara Trivedi",9800000656,15,3,3,17,22797.17,Standard,2025-06-07,0,30.54
657,"Varun Naidu",9800000657,32,0,3,26,44351.17,Platinum,2024-01-07,0,3.80
658,"Aarohi Iyer",9800000658,3,4,5,3,14606.84,Standard,2026-06-07,1,93.42
659,"Akash Dutta",9800000659,47,0,3,20,35976.14,Premium,2022-10-07,0,9.71
660,"Suresh Sethi",9800000660,6,6,6,4,12514.35,Basic,2026-03-07,1,93.68
661,"Aarohi Yadav",9800000661,26,2,3,19,18099.49,Standard,2024-07-07,0,39.46
662,"Manish Ghosh",9800000662,47,0,2,18,50489.40,Platinum,2022-10-07,0,7.55
663,"Aditya Rao",9800000663,37,0,1,22,46160.23,Platinum,2023-08-07,0,10.31
664,"Vivaan Rao",9800000664,28,1,0,24,42829.34,Platinum,2024-05-07,0,11.95
665,"Aryan Chandra",9800000665,14,3,2,9,25091.36,Standard,2025-07-07,0,42.17
666,"Shreya Chatterjee",9800000666,11,1,1,13,16644.72,Standard,2025-10-07,1,56.21
667,"Devansh Kapoor",9800000667,5,4,7,1,10518.95,Basic,2026-04-07,1,93.88
668,"Aisha Yadav",9800000668,43,0,1,20,26018.77,Premium,2023-02-07,0,5.53
669,"Ananya Trivedi",9800000669,30,1,0,26,49436.95,Platinum,2024-03-07,0,7.08
670,"Vinay Bansal",9800000670,7,5,7,1,8405.36,Basic,2026-02-07,1,82.82
671,"Anita Das",9800000671,38,0,0,23,49762.11,Platinum,2023-07-07,0,3.75
672,"Arjun Rathi",9800000672,15,1,6,19,17217.50,Standard,2025-06-07,1,51.73
673,"Meenal Naidu",9800000673,26,3,1,11,24483.52,Standard,2024-07-07,0,29.43
674,"Ojas Kaur",9800000674,6,5,8,4,16319.87,Standard,2026-03-07,1,97.47
675,"Riya Bhatt",9800000675,27,3,1,18,21626.99,Standard,2024-06-07,1,52.67
676,"Ashok Bose",9800000676,6,6,7,3,12305.98,Basic,2026-03-07,1,81.33
677,"Payal Bansal",9800000677,6,6,8,3,12748.87,Basic,2026-03-07,1,79.15
678,"Preeti Shah",9800000678,16,1,2,19,15739.57,Standard,2025-05-07,1,51.36
679,"Aarohi Shah",9800000679,29,0,3,23,49157.01,Platinum,2024-04-07,0,7.74
680,"Zara Malhotra",9800000680,19,2,1,5,30990.44,Premium,2025-02-07,0,39.61
681,"Swati Ghosh",9800000681,42,0,2,25,27628.74,Premium,2023-03-07,0,2.74
682,"Komal Bansal",9800000682,38,1,0,26,50695.98,Platinum,2023-07-07,0,10.51
683,"Preeti Arora",9800000683,44,0,0,21,42840.83,Platinum,2023-01-07,0,6.94
684,"Sai Mahajan",9800000684,15,1,1,14,22886.27,Standard,2025-06-07,0,42.36
685,"Meera Mahajan",9800000685,30,0,2,28,31590.00,Premium,2024-03-07,0,7.17
686,"Sunita Rathi",9800000686,16,2,4,6,31181.02,Premium,2025-05-07,0,37.12
687,"Deepak Agarwal",9800000687,9,5,5,3,13738.11,Basic,2025-12-07,1,83.49
688,"Dev Iyer",9800000688,3,6,6,2,12323.80,Basic,2026-06-07,1,90.10
689,"Deepak Sethi",9800000689,10,5,6,5,11833.95,Basic,2025-11-07,1,87.96
690,"Ashok Yadav",9800000690,20,4,2,17,15802.70,Standard,2025-01-07,0,29.80
691,"Meera Chandra",9800000691,21,2,3,15,34607.77,Premium,2024-12-07,1,57.26
692,"Sneha Bhatt",9800000692,14,3,2,19,19945.56,Standard,2025-07-07,0,32.23
693,"Sunita Khanna",9800000693,41,0,1,23,48653.54,Platinum,2023-04-07,0,3.90
694,"Varun Sen",9800000694,20,4,1,7,31054.44,Premium,2025-01-07,1,57.00
695,"Bhavya Dutta",9800000695,5,5,8,3,13083.03,Basic,2026-04-07,1,86.62
696,"Rohan Trivedi",9800000696,39,0,3,18,42335.86,Platinum,2023-06-07,0,7.53
697,"Preeti Chandra",9800000697,19,1,2,8,23743.87,Standard,2025-02-07,0,38.17
698,"Vihaan Das",9800000698,9,5,5,1,12281.55,Basic,2025-12-07,1,94.08
699,"Rachana Sen",9800000699,27,2,3,15,25896.77,Standard,2024-06-07,1,50.18
700,"Kavya Yadav",9800000700,27,4,6,14,15183.01,Standard,2024-06-07,0,37.94
701,"Deepak Dutta",9800000701,11,4,3,12,31835.23,Premium,2025-10-07,0,33.12
702,"Ashok Rathi",9800000702,40,0,1,18,48406.25,Platinum,2023-05-07,0,3.91
703,"Vinay Kulkarni",9800000703,4,5,8,1,11112.10,Basic,2026-05-07,1,89.22
704,"Anita Saxena",9800000704,16,4,5,15,22434.55,Standard,2025-05-07,1,54.03
705,"Rachana Mahajan",9800000705,8,4,6,3,9349.20,Basic,2026-01-07,1,97.46
706,"Pranav Malhotra",9800000706,43,1,3,23,51213.82,Platinum,2023-02-07,0,9.22
707,"Priya Deshmukh",9800000707,40,1,2,20,29451.56,Premium,2023-05-07,0,9.14
708,"Ayesha Jain",9800000708,34,0,2,26,41647.28,Platinum,2023-11-07,0,8.16
709,"Anita Mahajan",9800000709,9,4,6,1,9981.76,Basic,2025-12-07,1,87.45
710,"Rohan Bhatt",9800000710,9,4,8,4,9196.74,Basic,2025-12-07,1,97.28
711,"Neha Mukherjee",9800000711,30,0,0,20,50051.26,Platinum,2024-03-07,0,11.34
712,"Pranav Das",9800000712,5,4,5,3,8643.80,Basic,2026-04-07,1,97.66
713,"Sanjay Pillai",9800000713,15,4,3,11,29306.84,Premium,2025-06-07,0,49.93
714,"Snehal Banerjee",9800000714,6,5,6,2,11832.35,Basic,2026-03-07,1,86.11
715,"Harsh Deshmukh",9800000715,2,4,6,4,9488.28,Basic,2026-07-07,1,83.22
716,"Aditi Agarwal",9800000716,37,0,2,28,42835.63,Platinum,2023-08-07,0,8.68
717,"Sara Rao",9800000717,27,3,6,8,35406.36,Premium,2024-06-07,0,39.03
718,"Anika Rana",9800000718,25,3,4,20,34019.95,Premium,2024-08-07,1,52.77
719,"Kabir Desai",9800000719,30,1,2,19,41346.51,Platinum,2024-03-07,0,10.29
720,"Aditya Banerjee",9800000720,16,3,5,19,17259.42,Standard,2025-05-07,0,45.49
721,"Tarun Dutta",9800000721,42,0,3,25,46705.57,Platinum,2023-03-07,0,8.73
722,"Karan Kapoor",9800000722,11,2,5,7,18789.82,Standard,2025-10-07,0,29.91
723,"Rudra Trivedi",9800000723,7,4,6,4,13348.00,Basic,2026-02-07,1,86.97
724,"Sara Sharma",9800000724,45,0,2,19,32447.10,Premium,2022-12-07,0,7.29
725,"Kavya Iyer",9800000725,42,1,3,21,30153.92,Premium,2023-03-07,0,4.76
726,"Sneha Jain",9800000726,11,2,2,7,15369.34,Standard,2025-10-07,0,45.93
727,"Aisha Rathi",9800000727,8,4,6,1,13960.90,Basic,2026-01-07,1,82.68
728,"Swati Bansal",9800000728,3,6,6,4,8365.75,Basic,2026-06-07,1,96.97
729,"Yash Agarwal",9800000729,12,3,6,17,29187.34,Premium,2025-09-07,0,40.49
730,"Karan Arora",9800000730,9,5,6,2,12245.46,Basic,2025-12-07,1,94.12
731,"Charu Shah",9800000731,45,0,3,21,29963.16,Premium,2022-12-07,0,2.79
732,"Anjali Chandra",9800000732,17,1,3,17,32029.22,Premium,2025-04-07,1,54.21
733,"Priya Tiwari",9800000733,45,0,3,21,43995.57,Platinum,2022-12-07,0,11.57
734,"Rohan Mahajan",9800000734,31,1,1,27,44759.58,Platinum,2024-02-07,0,4.39
735,"Nikita Chandra",9800000735,22,3,3,16,20470.05,Standard,2024-11-07,0,30.96
736,"Bhavya Arora",9800000736,39,1,3,18,42655.29,Platinum,2023-06-07,0,3.46
737,"Ojas Arora",9800000737,24,3,2,11,19178.24,Standard,2024-09-07,1,53.00
738,"Jyoti Joshi",9800000738,38,1,3,28,45529.95,Platinum,2023-07-07,0,9.33
739,"Payal Singh",9800000739,43,0,0,26,36160.37,Premium,2023-02-07,0,11.45
740,"Simran Bansal",9800000740,18,1,6,9,20563.06,Standard,2025-03-07,0,39.20
741,"Diya Sethi",9800000741,43,1,0,18,44936.06,Platinum,2023-02-07,0,2.17
742,"Kritika Bose",9800000742,7,4,5,1,9445.81,Basic,2026-02-07,1,90.40
743,"Anita Mehta",9800000743,30,1,3,25,51882.80,Platinum,2024-03-07,0,4.26
744,"Mohit Saxena",9800000744,7,5,8,1,12217.07,Basic,2026-02-07,1,79.65
745,"Gaurav Iyer",9800000745,14,1,2,11,32922.88,Premium,2025-07-07,0,45.00
746,"Shruti Kapoor",9800000746,36,0,1,23,28485.90,Premium,2023-09-07,0,3.44
747,"Suraj Dutta",9800000747,4,6,8,5,12533.66,Basic,2026-05-07,1,80.80
748,"Rakesh Chauhan",9800000748,22,1,1,18,15836.20,Standard,2024-11-07,0,46.16
749,"Mohit Kumar",9800000749,38,0,2,25,44269.73,Platinum,2023-07-07,0,11.41
750,"Kiran Gupta",9800000750,30,1,1,19,27850.65,Premium,2024-03-07,0,9.12
751,"Aditya Kumar",9800000751,14,1,1,14,23374.81,Standard,2025-07-07,0,31.07
752,"Rohan Trivedi",9800000752,27,4,1,5,21096.42,Standard,2024-06-07,0,45.91
753,"Gaurav Agarwal",9800000753,7,4,6,5,12111.90,Basic,2026-02-07,1,81.39
754,"Kritika Jain",9800000754,13,2,4,13,20326.54,Standard,2025-08-07,0,30.31
755,"Simran Trivedi",9800000755,17,4,1,9,25437.06,Standard,2025-04-07,0,37.97
756,"Swati Mukherjee",9800000756,24,2,3,15,32952.92,Premium,2024-09-07,0,42.37
757,"Kavya Menon",9800000757,8,6,6,3,12898.97,Basic,2026-01-07,1,85.86
758,"Suraj Kapoor",9800000758,16,1,6,19,28096.48,Premium,2025-05-07,1,51.93
759,"Rohan Deshmukh",9800000759,32,1,1,22,48582.84,Platinum,2024-01-07,0,9.89
760,"Advait Chauhan",9800000760,23,4,5,6,29595.29,Premium,2024-10-07,1,54.87
761,"Ramesh Saxena",9800000761,31,0,2,20,40531.56,Platinum,2024-02-07,0,11.84
762,"Zara Sen",9800000762,38,1,0,18,28664.01,Premium,2023-07-07,0,9.47
763,"Rachit Reddy",9800000763,6,5,8,5,8904.47,Basic,2026-03-07,1,97.95
764,"Vihaan Kulkarni",9800000764,13,1,6,9,18773.73,Standard,2025-08-07,1,51.53
765,"Manish Saxena",9800000765,25,4,3,7,23912.05,Standard,2024-08-07,0,31.45
766,"Suresh Mukherjee",9800000766,33,0,1,26,32718.19,Premium,2023-12-07,0,11.58
767,"Rahul Ghosh",9800000767,7,5,5,5,16697.45,Standard,2026-02-07,1,86.59
768,"Bhavya Pandey",9800000768,2,6,5,5,9955.91,Basic,2026-07-07,1,87.15
769,"Simran Kumar",9800000769,21,4,5,17,29479.25,Premium,2024-12-07,1,53.37
770,"Suraj Gupta",9800000770,37,0,1,23,29664.56,Premium,2023-08-07,0,3.83
771,"Swati Arora",9800000771,15,4,4,10,20911.17,Standard,2025-06-07,1,55.57
772,"Ira Nair",9800000772,15,2,3,19,34655.22,Premium,2025-06-07,1,56.56
773,"Akash Mehta",9800000773,45,1,3,28,48521.71,Platinum,2022-12-07,0,6.44
774,"Dev Thakur",9800000774,4,5,5,3,9732.02,Basic,2026-05-07,1,93.61
775,"Ashok Sethi",9800000775,14,1,3,16,23324.65,Standard,2025-07-07,1,50.80
776,"Ashok Malhotra",9800000776,31,0,2,18,44182.92,Platinum,2024-02-07,0,10.17
777,"Kartik Tiwari",9800000777,10,6,7,5,8995.89,Basic,2025-11-07,1,80.78
778,"Ramesh Reddy",9800000778,19,2,3,14,17940.77,Standard,2025-02-07,1,53.74
779,"Rohan Jain",9800000779,41,0,2,28,36392.95,Premium,2023-04-07,0,4.50
780,"Vidya Banerjee",9800000780,19,4,4,19,23740.58,Standard,2025-02-07,1,51.07
781,"Aditya Dutta",9800000781,6,5,8,3,13213.45,Basic,2026-03-07,1,94.94
782,"Gaurav Rathi",9800000782,22,1,5,17,19726.07,Standard,2024-11-07,0,34.36
783,"Ananya Malhotra",9800000783,15,4,3,6,21887.97,Standard,2025-06-07,1,53.10
784,"Diya Mehta",9800000784,11,4,2,9,29018.66,Premium,2025-10-07,1,54.23
785,"Suresh Bhatia",9800000785,13,3,6,10,21881.65,Standard,2025-08-07,0,49.78
786,"Ashok Sharma",9800000786,2,4,6,4,11562.08,Basic,2026-07-07,1,88.39
787,"Manish Reddy",9800000787,31,1,1,25,30596.84,Premium,2024-02-07,0,9.31
788,"Dev Sharma",9800000788,20,2,4,9,32771.37,Premium,2025-01-07,0,30.05
789,"Ashok Tiwari",9800000789,42,1,1,28,51038.73,Platinum,2023-03-07,0,8.16
790,"Diya Saxena",9800000790,32,0,3,23,43774.04,Platinum,2024-01-07,0,3.40
791,"Vihaan Chauhan",9800000791,10,6,7,1,17950.43,Standard,2025-11-07,1,84.03
792,"Nitin Kapoor",9800000792,7,5,5,2,8676.46,Basic,2026-02-07,1,87.99
793,"Riya Rana",9800000793,28,1,2,20,50067.68,Platinum,2024-05-07,0,6.21
794,"Shruti Banerjee",9800000794,30,0,0,18,26477.92,Premium,2024-03-07,0,2.60
795,"Diya Mehta",9800000795,27,4,4,17,20902.21,Standard,2024-06-07,0,46.48
796,"Sanjay Kapoor",9800000796,4,4,7,4,12579.34,Basic,2026-05-07,1,91.00
797,"Karan Agarwal",9800000797,35,0,1,19,41391.84,Platinum,2023-10-07,0,8.12
798,"Bhavya Joshi",9800000798,3,6,5,2,10080.23,Basic,2026-06-07,1,88.34
799,"Bhavya Ghosh",9800000799,5,6,5,1,10575.95,Basic,2026-04-07,1,88.48
800,"Manish Menon",9800000800,27,3,1,20,27668.81,Premium,2024-06-07,0,32.72
801,"Yash Kumar",9800000801,35,0,0,18,31661.18,Premium,2023-10-07,0,5.83
802,"Rohan Menon",9800000802,24,2,3,12,22923.17,Standard,2024-09-07,0,36.14
803,"Aditi Bhatt",9800000803,1,4,6,5,19724.48,Standard,2026-08-07,1,79.38
804,"Anika Das",9800000804,25,1,3,11,23629.58,Standard,2024-08-07,1,50.19
805,"Riya Bose",9800000805,26,2,6,12,25256.37,Standard,2024-07-07,0,28.72
806,"Kartik Chatterjee",9800000806,28,1,0,28,48856.99,Platinum,2024-05-07,0,5.08
807,"Vihaan Yadav",9800000807,12,2,6,13,25134.02,Standard,2025-09-07,1,54.92
808,"Dev Singh",9800000808,42,0,0,26,35839.55,Premium,2023-03-07,0,2.75
809,"Rohan Rathi",9800000809,32,0,2,22,51112.50,Platinum,2024-01-07,0,5.93
810,"Raj Yadav",9800000810,2,4,6,5,8633.95,Basic,2026-07-07,1,86.99
811,"Anita Agarwal",9800000811,17,4,3,19,16319.05,Standard,2025-04-07,0,32.73
812,"Myra Singh",9800000812,29,0,2,20,28978.63,Premium,2024-04-07,0,5.56
813,"Manish Nair",9800000813,3,4,8,4,11300.73,Basic,2026-06-07,1,79.89
814,"Farhan Sen",9800000814,4,4,6,4,11781.79,Basic,2026-05-07,1,90.89
815,"Yash Malhotra",9800000815,30,0,0,21,45321.18,Platinum,2024-03-07,0,3.29
816,"Jyoti Tiwari",9800000816,29,0,3,24,44592.75,Platinum,2024-04-07,0,6.27
817,"Sai Arora",9800000817,8,4,5,5,9474.71,Basic,2026-01-07,1,83.90
818,"Deepak Sethi",9800000818,5,5,6,4,13307.92,Basic,2026-04-07,1,88.52
819,"Ritu Verma",9800000819,39,1,3,23,46028.72,Platinum,2023-06-07,0,5.88
820,"Sunita Reddy",9800000820,11,3,1,20,23435.26,Standard,2025-10-07,1,57.99
821,"Swati Kumar",9800000821,36,0,1,27,49568.69,Platinum,2023-09-07,0,5.55
822,"Anjali Khanna",9800000822,22,1,6,16,31636.06,Premium,2024-11-07,0,44.89
823,"Rahul Naidu",9800000823,26,1,1,6,17406.90,Standard,2024-07-07,0,43.79
824,"Tanya Mahajan",9800000824,3,5,6,3,8886.27,Basic,2026-06-07,1,92.09
825,"Aryan Joshi",9800000825,39,0,2,28,41212.39,Platinum,2023-06-07,0,5.02
826,"Sara Pandey",9800000826,43,1,1,26,51146.14,Platinum,2023-02-07,0,9.87
827,"Aisha Mukherjee",9800000827,40,1,2,20,26021.57,Premium,2023-05-07,0,9.02
828,"Rohan Jain",9800000828,10,5,6,5,10977.11,Basic,2025-11-07,1,84.62
829,"Priya Pillai",9800000829,33,0,2,25,28516.21,Premium,2023-12-07,0,8.93
830,"Rudra Bose",9800000830,29,1,3,24,50614.62,Platinum,2024-04-07,0,6.93
831,"Raj Pillai",9800000831,26,2,2,19,24303.39,Standard,2024-07-07,0,36.85
832,"Nitin Patel",9800000832,3,5,6,1,13388.75,Basic,2026-06-07,1,79.86
833,"Sai Kaur",9800000833,41,0,3,20,29973.13,Premium,2023-04-07,0,11.74
834,"Ira Gupta",9800000834,45,1,2,22,26595.63,Premium,2022-12-07,0,7.72
835,"Saanvi Mehta",9800000835,24,1,3,20,15283.09,Standard,2024-09-07,0,33.12
836,"Krishna Kumar",9800000836,37,1,3,25,43180.05,Platinum,2023-08-07,0,8.42
837,"Gaurav Menon",9800000837,39,0,3,18,31580.70,Premium,2023-06-07,0,4.26
838,"Karan Trivedi",9800000838,2,4,7,5,12538.74,Basic,2026-07-07,1,82.55
839,"Kabir Menon",9800000839,26,2,4,14,24930.55,Standard,2024-07-07,0,49.43
840,"Anjali Nair",9800000840,47,0,0,25,37812.42,Premium,2022-10-07,0,11.72
841,"Divya Mehta",9800000841,24,2,6,9,28578.86,Premium,2024-09-07,1,55.32
842,"Ayesha Chatterjee",9800000842,21,3,5,19,26123.64,Premium,2024-12-07,0,49.01
843,"Advait Bose",9800000843,3,4,5,1,8605.94,Basic,2026-06-07,1,83.72
844,"Anita Kaur",9800000844,8,6,8,1,10417.84,Basic,2026-01-07,1,90.36
845,"Ananya Naidu",9800000845,6,6,6,1,13525.01,Basic,2026-03-07,1,95.94
846,"Rohan Chopra",9800000846,26,1,2,9,23180.96,Standard,2024-07-07,1,51.22
847,"Vihaan Shah",9800000847,13,2,4,11,30071.70,Premium,2025-08-07,0,42.53
848,"Vikram Kumar",9800000848,16,1,3,17,24364.25,Standard,2025-05-07,1,54.38
849,"Diya Shah",9800000849,34,0,1,18,51016.37,Platinum,2023-11-07,0,9.05
850,"Nikita Sen",9800000850,14,1,2,16,19907.14,Standard,2025-07-07,1,56.82
851,"Aisha Mahajan",9800000851,16,3,6,7,19252.22,Standard,2025-05-07,0,32.89
852,"Anita Sharma",9800000852,48,0,1,22,46159.37,Platinum,2022-09-07,0,10.65
853,"Sanjay Chopra",9800000853,48,0,0,21,35661.03,Premium,2022-09-07,0,5.05
854,"Shruti Sen",9800000854,39,1,2,21,48126.35,Platinum,2023-06-07,0,10.24
855,"Diya Bansal",9800000855,6,6,7,3,10890.43,Basic,2026-03-07,1,84.73
856,"Nitin Mukherjee",9800000856,36,1,1,20,42883.62,Platinum,2023-09-07,0,2.57
857,"Farhan Ghosh",9800000857,28,1,2,22,44855.19,Platinum,2024-05-07,0,9.37
858,"Vinay Arora",9800000858,38,0,3,28,43602.34,Platinum,2023-07-07,0,3.70
859,"Yash Saxena",9800000859,8,4,7,5,15098.41,Standard,2026-01-07,1,91.59
860,"Saanvi Das",9800000860,4,6,7,4,15987.90,Standard,2026-05-07,1,83.21
861,"Sneha Gupta",9800000861,13,4,2,8,29816.69,Premium,2025-08-07,0,36.95
862,"Ira Naidu",9800000862,38,1,3,20,34588.02,Premium,2023-07-07,0,9.79
863,"Sunita Khanna",9800000863,12,1,4,13,23508.96,Standard,2025-09-07,0,45.29
864,"Advait Desai",9800000864,7,6,8,4,10864.40,Basic,2026-02-07,1,78.09
865,"Priya Agarwal",9800000865,38,0,0,28,34803.24,Premium,2023-07-07,0,4.26
866,"Devansh Dutta",9800000866,9,6,7,2,8274.31,Basic,2025-12-07,1,96.97
867,"Anjali Joshi",9800000867,21,4,6,9,24915.22,Standard,2024-12-07,0,38.78
868,"Preeti Ghosh",9800000868,4,6,6,2,11538.16,Basic,2026-05-07,1,81.38
869,"Suraj Malhotra",9800000869,19,1,5,6,32535.68,Premium,2025-02-07,0,28.59
870,"Navya Pandey",9800000870,14,3,4,9,22543.14,Standard,2025-07-07,0,28.28
871,"Manish Khanna",9800000871,36,0,3,19,47412.38,Platinum,2023-09-07,0,4.83
872,"Kartik Kaur",9800000872,19,2,3,18,15433.46,Standard,2025-02-07,0,42.89
873,"Yash Mehta",9800000873,11,1,6,7,34352.32,Premium,2025-10-07,0,48.07
874,"Pooja Kumar",9800000874,2,5,6,4,15776.13,Standard,2026-07-07,1,87.29
875,"Aryan Pandey",9800000875,39,1,3,19,35098.45,Premium,2023-06-07,0,2.46
876,"Vidya Das",9800000876,25,3,6,7,18769.95,Standard,2024-08-07,0,31.41
877,"Sunita Reddy",9800000877,43,1,1,19,34716.93,Premium,2023-02-07,0,11.82
878,"Anita Dutta",9800000878,43,1,1,27,44303.19,Platinum,2023-02-07,0,2.29
879,"Ramesh Chatterjee",9800000879,26,1,4,19,17877.74,Standard,2024-07-07,0,37.43
880,"Vinay Rana",9800000880,18,3,5,8,22993.17,Standard,2025-03-07,0,42.46
881,"Akash Kapoor",9800000881,12,1,6,10,20162.18,Standard,2025-09-07,0,42.88
882,"Ishita Das",9800000882,21,3,1,12,29786.38,Premium,2024-12-07,1,52.51
883,"Ananya Reddy",9800000883,42,0,3,25,37768.05,Premium,2023-03-07,0,9.45
884,"Devansh Naidu",9800000884,11,1,5,14,31623.33,Premium,2025-10-07,0,47.64
